year,month,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,low visibility hour,sunshine,radiation,evaporation,winddirection,windspeed
2014,9,18,1012,32.5,29.1,26.9,25.1,79,32,微量,0,10.7,23.04,5.1,180,9.3
2014,9,19,1006.8,32.2,29.9,27.4,25.3,77,35,0.3,7,6,13.44,6,310,12.8
2014,9,20,1004,33,29.2,26.7,22.1,66,63,-,0,9.1,20.79,5.5,30,26.9
2014,9,21,1005.3,29.9,27.2,25.7,20.2,66,71,-,0,2.6,9.61,4.4,20,22.8
2014,9,22,1007.1,29.6,27.2,25.2,20.8,68,64,微量,0,7,13.06,4.2,30,13.6
2014,9,23,1008.6,30.1,27.5,25.6,22.1,72,47,-,0,5,11.87,3,30,9
2014,9,24,1011,29.9,28.1,26.4,23.3,76,69,微量,12,4,8.36,1.9,350,5.5
2014,9,25,1012.1,31.2,28.5,26.8,23.8,76,53,-,6,3.5,8.77,2.8,200,7.8
2014,9,26,1012.5,31.4,28.4,27.2,23.8,77,61,0.7,0,4.2,11.72,4.1,350,7.5
2014,9,27,1013,31.7,28.7,27,24.2,77,30,-,0,10.7,22.23,3.3,170,8.1
2014,9,28,1012.2,32.8,29.1,26.7,24.1,75,28,-,0,10.3,20.99,6.4,150,5.7
2014,9,29,1011.4,32.4,29.3,27.2,23.9,73,29,-,0,9.2,19.74,5.2,230,8.3
2014,9,30,1011.1,33.6,29.6,27.1,25.3,78,43,11.4,6,6.9,14.65,6.4,310,11.3
2014,10,1,1012.2,31.4,28.1,25.2,24.8,83,79,26.7,1,8.8,19.27,4.5,90,22.5
2014,10,2,1010.5,30.8,28.5,26.6,24.6,79,66,微量,6,4.7,15.56,3.9,240,10.5
2014,10,3,1009.4,30,27.5,25.2,25,86,75,23.7,8,4.2,9.55,5.1,110,12.5
2014,10,4,1010.9,28.9,26.5,24.9,23.6,84,78,2.6,0,2,8.67,2,120,21.4
2014,10,5,1012.9,30.7,27.1,25.4,21.7,73,47,0.1,4,9.2,18.82,5.3,100,23.1
2014,10,6,1015.1,29.8,26.8,24.5,19.1,64,48,-,0,10.6,21.37,5.4,90,29.6
2014,10,7,1014.6,28.9,26.3,24.4,18.9,64,26,微量,0,10.3,21.09,5.7,100,29
2014,10,8,1012.9,29.1,26,23.9,18.3,63,30,-,0,10.3,19.95,6.3,90,21.5
2014,10,9,1010.8,29.2,26.5,25,18.8,63,55,-,0,5.3,14.68,4,30,12.2
2014,10,10,1010.1,30.3,27.1,24.2,18.2,59,43,-,0,6.8,16.97,6.1,30,18.1
2014,10,11,1010.9,31.4,27.9,25.1,19,59,26,-,0,10.1,19.93,5.2,30,15.6
2014,10,12,1013.5,30.9,27.6,25,17.7,56,15,-,0,10.5,20.35,8.6,30,20.5
2014,10,13,1016.2,29.9,26.3,23.8,16.1,54,29,-,0,9.4,19.91,5.8,30,28.1
2014,10,14,1017.6,28.7,25.5,23,16.9,60,49,微量,15,8,16.67,4.6,30,23.9
2014,10,15,1017.3,28.4,25.3,22.8,18.8,68,36,-,24,9.7,19.21,5.3,110,22.2
2014,10,16,1017.9,27.6,25.4,23.9,18.6,67,41,微量,13,8.8,17.71,6.1,100,35
2014,10,17,1017.5,28,25,23.4,18.2,66,26,-,0,10,19.87,5.7,100,33
2014,10,18,1016.3,28.3,25.4,23.1,19.4,70,33,-,0,10.4,20.77,5.1,100,30.3
2014,10,19,1015.8,28.5,25.8,24.5,20.6,74,46,微量,0,7,16.77,3.7,100,29.5
2014,10,20,1015,29.4,26.5,25,22,77,50,-,0,8.3,18.08,4.2,100,20.1
2014,10,21,1015.2,30.4,27.3,24.6,21,70,61,微量,4,6.7,15.43,4.2,50,4.8
2014,10,22,1015.2,30.6,27.3,23.4,20.9,69,58,56.4,2,8.1,16.95,5.3,40,21.7
2014,10,23,1016.2,25.7,24.8,23.9,21.3,81,86,0.2,0,-,4.6,2.3,100,34.8
2014,10,24,1016.3,26,24.8,24.2,20.6,78,81,-,0,1.1,5.54,2.6,100,28.8
2014,10,25,1016.6,26,25,24.1,21.1,79,80,-,0,1.3,9.24,2.5,90,27
2014,10,26,1016.8,28.3,25.8,24.4,21.8,79,88,0.1,3,4,13.66,3.6,90,20.8
2014,10,27,1016.4,28.7,26.1,24.4,21.7,77,60,-,1,8.2,18.69,6.4,100,29.1
2014,10,28,1016.8,26.8,25.1,23.7,19.1,70,71,微量,0,6.7,16.04,4.8,100,48.5
2014,10,29,1017,27.7,25.2,23.9,20.3,75,72,微量,0,7.5,16.22,4.4,100,33.4
2014,10,30,1015.8,27.5,25.5,24.5,21.5,79,55,-,0,7.3,16.7,4.6,100,28.6
2014,10,31,1014.1,28.1,25.6,24.3,21.7,79,54,-,0,7.6,17.01,3.1,100,16.1
2014,11,1,1013,28.6,25.6,23.9,21.8,79,19,-,0,10.1,17.59,3.8,110,7
2014,11,2,1015.2,27.4,25.3,22.9,19.6,71,56,微量,4,5.6,12.87,6.1,30,31.2
2014,11,3,1017.4,22.9,21.7,21,15.3,67,88,微量,2,-,3.44,2.1,30,27.8
2014,11,4,1017.5,23.5,22.8,21.9,18,75,88,微量,6,-,3.86,1.5,100,26.2
2014,11,5,1017.4,25.2,23.9,23,19.6,77,83,-,0,1.3,9.16,2.9,100,22.8
2014,11,6,1017,26.5,24.1,22.7,20.7,82,79,0.1,7,3.8,8.36,1.1,110,15.9
2014,11,7,1017.1,24,22.9,22.1,21.1,90,88,11.8,0,-,2.52,0.3,100,40.3
2014,11,8,1017.9,22.1,20.5,19.3,19.4,94,88,18,0,-,1.36,1,30,33
2014,11,9,1018.3,23.9,22.2,20.2,18.8,81,84,微量,1,2.6,12.13,3.1,100,26.9
2014,11,10,1017.3,24.7,23.3,22.6,19.4,79,64,微量,10,6,14.02,3.5,100,30
2014,11,11,1016.6,25,23.6,22.8,20.1,81,86,-,14,1.3,8.58,2.1,90,24.9
2014,11,12,1017.4,24.3,22.6,20,19,81,88,微量,3,0.7,8.45,3.1,40,22.8
2014,11,13,1020.2,21.3,19.8,18.6,15.8,78,88,微量,4,0.1,3.99,2.1,30,29.5
2014,11,14,1019.9,23,20.9,18.9,16.3,75,72,微量,12,3.4,10.53,1.8,70,27.9
2014,11,15,1019.7,24.1,21.9,20,17.1,74,28,0.4,0,10.1,17.89,3.4,90,35.8
2014,11,16,1017.8,25.8,22.6,20.3,17.3,73,24,-,1,9.8,16.26,4.1,80,15.1
2014,11,17,1019.3,24.3,21.1,19.2,14.2,65,19,-,0,9.8,16.75,5,30,31.4
2014,11,18,1021.5,23.5,20.7,18.1,13.7,65,59,微量,14,7.8,14.52,4.5,30,27.7
2014,11,19,1020.7,23.7,21.2,19.1,15.2,69,45,微量,12,7.6,14.2,3.1,90,26.1
2014,11,20,1018.4,23.4,21.5,20.2,16.4,73,40,-,0,9.7,17.04,3.7,100,30.6
2014,11,21,1017,24.5,22.1,20.5,17.4,75,45,-,0,9.8,17.25,3,90,23.5
2014,11,22,1016.5,24.6,22.4,20.7,18.7,80,40,-,0,9.8,17.4,2.5,100,23.3
2014,11,23,1016.8,24.9,22.8,21.8,19.1,80,43,-,0,7,15.08,4.6,90,27
2014,11,24,1015.4,25.7,23.4,21.6,19.1,77,38,-,0,7.2,14.58,2.9,80,19.1
2014,11,25,1013.4,26.9,24,21.9,20.2,80,37,-,1,9,15.19,3.4,40,6.9
2014,11,26,1013.6,24.8,23.4,22.5,19.7,80,73,-,10,4.7,11.16,3.5,100,22.2
2014,11,27,1015.2,23,22.2,21.4,19.2,83,89,0.4,0,0.1,3.76,1.1,90,30.6
2014,11,28,1014.7,25,23.3,21.9,20.2,83,81,微量,2,2.8,10.51,2.6,90,21.5
2014,11,29,1013.4,24.2,23.5,23.1,21.2,87,88,0.2,1,0.1,3.97,1.9,100,26.7
2014,11,30,1012.9,26,24,22.9,22.4,91,86,0.2,4,1.2,6.87,1.9,90,17.9
2014,12,1,1016.3,23.9,19.7,15.5,15.7,78,88,3.1,0,-,2.31,2,30,37.3
2014,12,2,1019.5,17.6,16.4,14.5,13.9,86,88,4.5,10,-,2.47,0.6,70,35
2014,12,3,1017.4,19.3,18.3,16.7,16,86,88,1.7,13,-,2.47,1.8,90,35.9
2014,12,4,1020.9,18.7,14.8,13.5,11.3,80,94,5.4,0,-,4.42,1.7,30,42.4
2014,12,5,1022.3,16.8,15.1,12.9,8.5,65,83,0.5,0,0.5,6.9,2,40,26.8
2014,12,6,1020.1,18.8,17.6,15.9,11.9,69,85,微量,0,2.3,9.93,3,90,40.1
2014,12,7,1019.3,18.7,17.8,17,11.7,68,88,0.1,0,-,4.08,1.8,90,34.4
2014,12,8,1020.5,20.7,18.3,15.7,12.8,70,73,0.1,9,5.3,12.97,2.5,30,30.5
2014,12,9,1021.5,20.8,19.4,17.6,13.7,70,51,-,0,9.3,15.62,2.9,80,38.7
2014,12,10,1019.5,21,19.6,17.9,15.6,78,88,2.1,11,-,4.86,2.4,50,21.7
2014,12,11,1019.6,21.5,19.5,17.7,12,62,89,微量,12,0.5,8.78,4.3,20,26.2
2014,12,12,1024.2,17.7,15.5,14.4,5.8,53,85,-,2,1.7,9.74,4,10,39.3
2014,12,13,1025.6,17.6,14.6,12.1,4.8,52,41,-,0,9.5,15.73,3.9,20,25.8
2014,12,14,1023.5,18.9,16,13.3,8.6,62,29,-,0,9.5,15.59,3.6,80,25.7
2014,12,15,1020.9,20.1,18.6,17,12,66,84,-,4,0.1,5.28,2.9,50,22
2014,12,16,1024.6,19,16.8,13.9,4.7,46,43,-,5,8.5,14.62,6.7,20,44.5
2014,12,17,1027.1,15.2,13.3,10.8,-4.3,29,21,-,0,9.3,16.85,5.7,20,39.8
2014,12,18,1026.4,15.8,14,11.9,2.5,47,80,0.1,0,0.3,6.68,3.9,30,27.8
2014,12,19,1024,14.7,13,10.7,10.3,84,90,14.3,1,-,2.87,1.3,20,29.3
2014,12,20,1020.8,17.7,14.7,10.8,8.2,66,39,0.2,0,9.3,16.79,2.7,20,26.6
2014,12,21,1023.2,18.8,16.3,13.5,7.3,57,33,-,0,8.1,14.96,5.1,20,36.2
2014,12,22,1024.3,15.5,13.6,10.9,3.8,52,44,-,0,9.1,15.3,5.1,60,31.4
2014,12,23,1021.7,16.3,15.4,14.5,9.3,67,90,微量,8,0.1,3.67,1.2,30,25.8
2014,12,24,1021.4,21.4,18.7,15.8,13.6,73,88,-,17,1.2,9.18,0.8,20,17.8
2014,12,25,1020.8,19.1,16.9,15.3,12.8,78,94,6.7,0,-,4.13,1.3,60,39.9
2014,12,26,1020.7,17,16.2,15,14.1,88,100,2.2,1,-,3.15,0.1,70,42.2
2014,12,27,1021.6,17.7,16.6,15.3,13.5,82,95,0.5,3,-,2.99,3,60,30.2
2014,12,28,1022.6,16.1,14.5,12.3,11.5,83,72,3.2,2,2.3,8.17,1.5,10,26.1
2014,12,29,1020.6,17.9,14,11,6.3,61,10,-,8,9.4,17.51,2.4,20,21.3
2014,12,30,1019.8,18.4,14.9,12.8,8.1,65,9,-,2,9.5,17.6,2.6,20,14.3
2014,12,31,1021.7,20.4,16.4,13.2,9.9,67,19,-,7,9.5,16.11,3,50,10.5
2015,1,1,1024.5,19.2,16,13.7,8.3,61,16,-,2,9.5,16.59,3.5,80,24.6
2015,1,2,1025,17.1,15.2,13.1,10,71,21,-,9,9.5,15.53,3.7,70,32.9
2015,1,3,1022.3,17.9,15.5,13.2,8.9,65,2,-,0,9.6,16.42,1.5,70,30.5
2015,1,4,1017,19.6,17.3,15.2,13.2,78,56,-,0,7.8,15.4,3.3,50,22.5
2015,1,5,1014.5,20.7,19,18.1,15.7,81,88,-,0,0.6,8.15,1.9,40,18.7
2015,1,6,1014.8,23.9,20.2,18.2,17.4,84,49,-,6,7.8,14.96,2.5,40,9.2
2015,1,7,1019.7,19.2,18.1,16.2,14.2,79,70,0.1,4,-,3.55,3.2,20,21.4
2015,1,8,1025.1,18,15.7,13.6,9.7,68,32,-,0,8.9,16.34,3.3,20,26.3
2015,1,9,1025,17.5,15.5,14.1,9.9,70,34,-,20,8.4,15.22,2,60,25.1
2015,1,10,1023.4,19.2,16.3,13.9,9.9,67,23,-,8,9.5,15.83,3,60,26.9
2015,1,11,1022.3,19.6,16.9,14.9,10.4,66,79,微量,7,3.1,9.86,3.5,50,28.9
2015,1,12,1021.5,17.1,14.1,12,11.2,83,89,14.9,3,-,1.63,0.7,20,38.8
2015,1,13,1020.9,13.9,12.6,11.7,11.2,91,82,25.8,0,0.1,3.16,1,10,23.1
2015,1,14,1022,17.5,13.7,10.3,6.9,65,13,-,0,9.8,18.49,3.1,20,31.6
2015,1,15,1022.7,17.6,14.5,11.4,8.1,66,20,-,5,9.8,18.06,1.9,30,21.5
2015,1,16,1022.4,20.2,16.7,14.5,10.6,68,29,-,4,9.4,17,4,50,16.6
2015,1,17,1024.1,17.7,15.7,13.5,9.1,65,14,-,5,9.6,17,1.7,80,30.6
2015,1,18,1023.7,19.2,16.2,13.9,8.9,63,28,-,16,9,16.09,4,70,24.7
2015,1,19,1022.4,19.3,15.8,13,6,54,15,-,5,8.8,17.07,4.3,20,26
2015,1,20,1021.3,18.5,15.9,14.2,9.7,67,45,-,3,6.8,14.69,2.7,70,25.9
2015,1,21,1020.9,20.4,17.2,14.2,11.4,70,37,微量,22,5.6,10.9,1.3,30,6.5
2015,1,22,1021.5,20.7,17.4,15.3,5.9,48,14,-,2,9.9,18.14,3.4,40,16.2
2015,1,23,1020.6,19.3,16.3,14.4,10.4,68,31,-,0,9.9,17.7,3.1,50,23.5
2015,1,24,1019.1,18.5,17,15.8,12.7,76,85,0.9,9,1.5,9.05,1,50,31.9
2015,1,25,1018.9,19.7,18.2,16.6,14.4,79,81,微量,5,1.5,9.9,2.3,40,19.4
2015,1,26,1018.5,21.5,18.6,16.6,15.5,82,51,-,5,8.8,16.76,2.8,40,16.4
2015,1,27,1017.9,19.8,18.3,17.2,15.3,82,71,-,6,4.4,10.88,3.1,60,25.5
2015,1,28,1018.8,18.5,16.9,16.1,12.8,77,75,微量,1,5.2,14.49,4.2,70,42.8
2015,1,29,1019.6,19.5,16.8,14.9,12.9,78,23,微量,0,10,18.09,2.4,50,23
2015,1,30,1021.9,19.6,16.8,15.5,13,79,49,-,17,3.8,9.71,2,40,15
2015,1,31,1025.6,16.5,15.5,14.7,12.3,81,83,微量,8,0.2,4.81,1.5,50,29
2015,2,1,1026.3,17.2,15.3,14.2,11.3,78,83,微量,22,0.7,6.85,1.9,60,31.5
2015,2,2,1025.4,19.1,16.3,14.7,12.2,77,53,-,14,8.6,17.33,3,60,29.1
2015,2,3,1024.6,19.8,17.1,15.5,13.6,80,58,-,9,8.8,17.52,2.8,50,23.3
2015,2,4,1023.5,17.9,16.2,14.2,12.6,80,80,-,17,0.3,3.84,2.5,70,19
2015,2,5,1024.9,16.5,14,12.5,6.9,62,84,微量,2,3,10.16,3.1,20,29
2015,2,6,1024.5,15.7,13.4,11,8,70,88,0.3,18,1.4,7.63,1.7,50,21.9
2015,2,7,1021.7,18.4,16,14.4,10.9,72,81,-,22,3.5,12.82,3.1,70,19.9
2015,2,8,1023.2,19.5,16.2,13.9,5.9,51,67,-,8,8.9,17.34,4.3,20,27.8
2015,2,9,1025.2,17.2,14.9,13.7,9.1,68,34,-,23,9.2,16.96,3.2,70,32
2015,2,10,1022.2,17.1,14.5,12.8,9.1,70,26,-,2,9.1,16.55,3,70,23.3
2015,2,11,1018.7,18,16,13.6,10.4,70,67,-,10,4.5,12.51,2.8,50,10.7
2015,2,12,1018.2,21.4,17.3,14.6,8.8,59,49,-,16,9.7,18.13,4.3,50,12.8
2015,2,13,1018.3,21.5,17.5,14.4,7.4,53,49,-,0,10.3,19.49,4.9,50,20.8
2015,2,14,1016.9,20.5,18.5,16.8,8.7,53,62,-,0,4.9,13.69,2.5,50,27.4
2015,2,15,1016.2,19.8,18.9,18.1,16.3,85,88,3.3,1,-,3.48,0.4,30,16.3
2015,2,16,1016.5,21.6,19.7,17.8,17.9,90,68,-,6,1.6,8.24,1.1,40,4.4
2015,2,17,1016.7,21.6,19.2,18.2,16.7,86,79,微量,6,4.2,11.57,2.6,40,13.5
2015,2,18,1019.1,19.4,18.1,17.1,14.4,79,86,微量,13,1.4,8.18,2.7,50,29
2015,2,19,1020.3,17.9,17.2,16.4,13.3,78,88,微量,7,0.3,7.76,2.5,70,39.6
2015,2,20,1018.3,19.1,17.5,15.9,14.8,84,88,微量,1,0.3,9.65,1.8,50,31.7
2015,2,21,1015.5,21,19.3,17.6,17.6,90,86,0.2,1,-,6.58,0.2,30,13.4
2015,2,22,1016.1,22,20.3,18.9,19.2,93,90,15.6,1,0.2,5.71,2.7,40,13.7
2015,2,23,1015.5,19.1,18.6,17.9,17.7,95,93,10.2,2,0.4,8.05,1.4,40,21.4
2015,2,24,1014.8,19.6,18.6,17.8,17.7,94,88,微量,3,0.2,8.1,1.9,40,19.8
2015,2,25,1014.1,20.5,19.6,18.9,18.8,95,88,0.8,3,0.4,7.45,1.2,30,18.8
2015,2,26,1014.2,23.8,21.4,19.5,19.8,91,71,-,1,5.4,13.13,2.4,40,13.1
2015,2,27,1015.8,21.5,19.4,17.9,18.3,94,87,1.2,1,-,3.13,0.2,90,32.7
2015,2,28,1017.3,19.5,18.3,17.2,16.7,90,89,0.4,0,0.2,8.3,2.2,50,27.2
2015,3,1,1019.4,20.4,18.9,17.6,14.1,74,84,微量,1,1.2,8.02,1.8,20,16.5
2015,3,2,1016.4,18.2,17.5,17.1,14.8,84,92,微量,2,-,4.88,1,70,32.5
2015,3,3,1012.4,22.5,19.3,17,17.1,87,89,0.2,2,1.4,9.1,1.7,40,19.5
2015,3,4,1015.1,18.7,17.2,16.3,15.7,91,92,0.2,0,-,2.97,0.2,60,31.8
2015,3,5,1016.6,16.6,16.2,15.7,15.4,95,98,4.8,1,-,4.24,0.2,70,35.8
2015,3,6,1017,17.4,16.9,16.4,15.8,94,96,0.1,2,-,4.16,0.1,50,29.4
2015,3,7,1018,18.4,17.4,16.6,15.9,91,100,0.2,16,-,6.88,1.5,50,30.5
2015,3,8,1017.9,20.3,18.5,16.8,16.1,86,91,微量,0,2.4,13.59,1.9,40,24.3
2015,3,9,1018.5,25.1,21.1,18.1,17.8,82,65,微量,6,7.7,17.33,4.9,30,9.8
2015,3,10,1022.1,19.4,17.7,16.1,12.7,73,75,微量,1,4.1,13.38,3.6,80,45.2
2015,3,11,1021.9,17.6,16.2,15.5,13,81,92,0.3,7,0.1,5.97,0.6,60,34.2
2015,3,12,1020.6,16.5,15.7,14.8,14,89,92,3.7,0,-,3.39,1.6,30,22.3
2015,3,13,1019.1,18.3,17.2,15.8,12.9,76,92,-,0,-,7.36,1.3,50,29.5
2015,3,14,1018.4,20.3,19.4,18,16.4,83,91,微量,0,-,5.44,1,40,22.5
2015,3,15,1016.5,22.5,20.9,19.6,19.7,93,92,-,0,0.2,7.03,1.8,40,16.3
2015,3,16,1015.7,23.7,21.8,20.4,20.6,93,91,微量,0,0.8,11.38,2.1,40,13.6
2015,3,17,1013,24.6,22.1,20.7,20.7,92,86,-,1,1.5,10.92,2.1,50,14.2
2015,3,18,1011.6,26,23,21,21.5,91,86,-,0,0.8,7.8,1.8,40,8.9
2015,3,19,1013.1,26.4,24,22.3,22,89,68,-,0,5.1,14.72,1.6,50,9.4
2015,3,20,1015.3,28.3,24,22.1,21.3,86,39,-,0,8.1,17.48,4.5,40,7.6
2015,3,21,1016.7,25.5,22.9,21,20.3,85,65,-,5,7.5,16.51,1.8,40,7.1
2015,3,22,1017.9,22.3,21,19.9,17.5,81,85,0.1,2,-,7.18,4.1,70,32.3
2015,3,23,1018.9,24.5,20.9,19.2,13.8,64,80,微量,1,2.6,13.86,4.2,80,36.2
2015,3,24,1022.5,22.3,19.8,18.4,15.2,75,86,-,10,5.4,16.15,4.5,80,41.8
2015,3,25,1024.2,19.1,18.2,17.7,14,76,83,微量,0,-,3.88,2.6,70,39.5
2015,3,26,1024.2,20.5,18.8,17.4,15.3,80,88,4.2,3,-,6.95,1.9,70,27.4
2015,3,27,1021.6,23.7,20.3,17.9,18.2,88,86,14.6,11,2.4,8.22,1.5,30,10.8
2015,3,28,1018.4,24.8,21.4,19.7,17.8,81,46,-,0,6.5,19.55,3.2,50,14.6
2015,3,29,1016.2,26.7,22.4,20.1,18.7,80,68,-,0,6.7,19.22,4.3,50,12.3
2015,3,30,1014.9,25.2,22.8,21.5,20.6,87,84,-,1,3.8,14.51,3.1,50,14
2015,3,31,1013.9,25.6,23.3,21.9,21.6,90,83,微量,0,1.6,11.69,2.7,40,9.9
2015,4,1,1012.2,27.2,24.4,22.7,22.1,87,80,-,0,1.5,12.16,3,150,10
2015,4,2,1008.5,28.5,25.6,23.6,22.5,84,80,-,0,2.1,13.67,3.1,180,22
2015,4,3,1007.6,26.9,25.9,25,23,84,82,微量,0,0.5,6.1,2,170,21.4
2015,4,4,1009.8,29.4,26.5,25,23.3,83,74,-,0,2.1,12.74,3,170,16.9
2015,4,5,1011.3,30.6,26,24,22.1,80,38,-,0,10.4,25.32,5.3,50,10.7
2015,4,6,1011.4,29.8,26.5,23.8,22.7,80,32,微量,0,11.1,23.17,3.6,30,8.8
2015,4,7,1013.7,27.1,24.9,22,21.8,83,81,0.1,0,4.6,13.31,6.9,70,25.9
2015,4,8,1018.3,22.1,18.9,16.4,14.8,77,92,10,0,-,4.97,2.9,20,29.8
2015,4,9,1017.8,19.4,18,15.9,16.1,89,94,1.3,2,-,3.66,0.7,30,26.8
2015,4,10,1017.9,20,18.2,16.6,16,87,90,0.7,0,-,3.39,0.4,20,19.8
2015,4,11,1019.1,17.9,17.1,16.4,16.6,97,100,52,0,-,3.06,0.2,30,26.5
2015,4,12,1019.6,22.4,19.3,16.5,15.9,81,71,0.2,3,3.1,14.26,4.3,20,9.8
2015,4,13,1018.7,27.2,22.4,18.6,13.1,57,9,-,1,11.1,25.44,4.7,10,12.6
2015,4,14,1018.7,26.6,21.5,18.1,8.3,44,9,-,0,11.3,27.49,6.2,20,18
2015,4,15,1016.1,27.5,22.1,18.4,12.5,56,15,-,0,11.5,26.91,5.5,180,7.4
2015,4,16,1015,26.1,22.7,19.6,16.7,69,25,-,0,11.1,25.03,5.2,230,11.5
2015,4,17,1012.4,27.4,23.7,20.7,18.8,75,52,-,0,11.2,25.85,5.3,140,11.9
2015,4,18,1010.1,27.2,25.3,23.2,22.7,86,88,微量,0,1.7,9.55,3,180,22.2
2015,4,19,1008.6,27.5,26.6,25.8,23.5,83,88,微量,0,0.2,4.7,2.1,200,25
2015,4,20,1008,28.6,26.3,23,23.4,84,88,0.2,0,1.1,7.21,2.8,210,20.3
2015,4,21,1012.7,25.7,23.7,22.5,19.1,75,81,微量,1,0.4,10.76,3.3,20,20.1
2015,4,22,1017.1,26.7,23.3,21.7,18.6,75,81,微量,0,4.6,16.8,5.5,80,31.4
2015,4,23,1018.4,23.6,22.6,22.1,16,66,88,微量,0,-,5.57,2.5,70,29
2015,4,24,1017.6,29,24.4,21.6,18.5,70,48,-,3,8.7,22.08,3.9,70,15
2015,4,25,1017.1,27.2,23.9,22.2,19.6,77,52,-,6,4.6,16.97,3.3,70,20.6
2015,4,26,1016.9,27.9,24.1,22.2,19.5,76,59,-,0,9.1,22.42,5.2,80,20.4
2015,4,27,1014.3,30.3,24.8,21.8,20.7,79,27,-,0,10.6,23.35,4.8,50,13.3
2015,4,28,1011.7,28.9,25.4,23.1,21.3,79,58,-,0,6.7,19.19,4.8,230,10.5
2015,4,29,1011.1,30.1,26.6,24.3,22.7,80,66,-,0,9.8,23.23,4.3,220,16.3
2015,4,30,1011,31.9,27.5,24.9,23.1,78,41,-,0,10.1,23.96,5.1,190,12.2
2015,5,1,1010.3,30.8,27.2,25.4,23.6,81,76,0.5,0,5,14.74,3.5,120,15
2015,5,2,1009.5,29.8,27.6,26.4,23.7,79,79,微量,0,2.5,12.05,3,200,22.4
2015,5,3,1009.7,30.4,28.2,27,24.2,79,81,微量,0,5.2,17.54,6.1,210,19.5
2015,5,4,1010.1,30.7,28.1,26.9,24.2,79,83,微量,0,5.5,16.74,5.3,210,19.2
2015,5,5,1008.9,30.5,27.3,24.3,24,82,86,3.9,0,1.6,10.11,2.7,200,22.9
2015,5,6,1008.5,28.9,26.8,24.2,24.3,87,85,0.6,0,1.3,9.36,2.6,170,19.4
2015,5,7,1009.7,30.6,28,26.5,24.8,83,81,0.3,0,3,11.62,3.3,180,15
2015,5,8,1008.7,30.2,28.2,27.1,24.4,80,84,-,0,1.4,11.45,2.5,180,22.5
2015,5,9,1008.5,30.5,27.3,24.2,24.1,83,81,7.3,0,2.1,11.27,3.2,210,21.1
2015,5,10,1009.7,28.8,26.3,24.3,24.5,90,84,20.1,0,1.1,10.24,4.8,30,14.1
2015,5,11,1010.3,29.4,25.6,23.3,24.1,91,85,51,0,1.9,12.6,N.A.,110,19.4
2015,5,12,1012.2,29.5,25.7,22.6,20.9,75,78,-,2,7.6,21.26,5.5,100,16.1
2015,5,13,1012.2,28.4,26.4,25.2,23.5,84,85,-,0,4,17.18,3.4,100,19.3
2015,5,14,1012.1,31.9,28.5,26.4,24.3,78,70,微量,0,8.4,22.61,6.3,170,12.5
2015,5,15,1011.4,32.6,29.1,27.1,24.7,78,73,-,0,6,18.61,4.3,200,13.8
2015,5,16,1009.9,28.6,26.7,24.6,24.5,88,86,18.4,0,0.5,5.73,1,220,13.1
2015,5,17,1008.3,29.6,26.4,24.5,24,87,86,5.7,0,1.4,9.17,2.3,230,17.2
2015,5,18,1007.9,29.3,28.2,26.1,24.7,82,88,0.9,0,0.8,9.13,3.3,210,23
2015,5,19,1006.9,29.3,28.6,27.6,25.5,83,88,1.2,0,0.4,5.34,2.8,210,32.4
2015,5,20,1006.2,30,27.9,25.2,25.8,88,90,107.7,0,0.3,4.26,N.A.,220,34.3
2015,5,21,1008.4,25.3,24.2,23.1,22.7,92,93,12.6,0,-,5.28,1.9,70,41.6
2015,5,22,1008.8,24.3,23.6,22.9,22.2,92,88,0.7,0,-,6.19,N.A.,60,30.8
2015,5,23,1006.2,27.4,24.8,23.9,24.3,97,96,169.4,0,-,1.5,N.A.,210,18.8
2015,5,24,1005.8,29,26.6,24.6,25.5,94,88,8.2,0,0.6,8.93,8.1,30,6
2015,5,25,1006.6,32.5,28.4,25.4,25.8,86,78,29.4,0,5.9,19.01,N.A.,210,8.3
2015,5,26,1008.3,28.7,26.9,24.6,25.9,95,89,64.6,0,-,2.63,0.7,200,11.3
2015,5,27,1007,31,29.2,27.8,26.3,84,86,0.2,0,3.3,14.06,3.6,200,24.4
2015,5,28,1005.3,31.9,30,28.3,26.2,81,86,1.4,0,8.3,24.43,2.3,210,27.3
2015,5,29,1006.5,32.5,30.3,29.1,26.2,79,83,-,0,4.8,15.43,5.5,210,23.5
2015,5,30,1007.5,32.5,29.6,26.1,26.1,81,79,7,0,8,23.1,4.8,230,24
2015,5,31,1007.3,31.5,29.3,26.7,26.1,83,86,1.9,0,2.6,13.03,5.4,220,15.4
2015,6,1,1007.9,31.2,29.3,28.4,26.2,83,82,10.6,0,0.4,7.1,3.2,190,22.8
2015,6,2,1009.3,32.5,29.6,26.5,25.8,81,81,5.4,0,4.2,15.39,3,190,22.9
2015,6,3,1010.2,33.2,29.9,28,25.1,76,68,微量,0,10.6,27,6.5,220,19.8
2015,6,4,1008.9,32.8,29.8,27.9,25.2,76,59,-,0,11.1,27.52,6.3,230,19.9
2015,6,5,1007.3,31.4,29.2,27.8,25.2,79,77,-,0,5,16.81,5.7,230,24.4
2015,6,6,1007.7,32.4,29.5,27.2,25.3,78,78,0.8,0,5.9,19.36,2.9,210,10.8
