id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
706,342,1017.7,17.5,16.4,15.6,15.5,93,95,0.3,60,25.9,1
707,343,1018.7,16.3,15.4,14.4,12.7,79,88,0,10,30.2,1
708,344,1018.1,23.2,19.6,17.2,15,72,19,8.4,50,9.8,0
709,345,1016.7,22.3,18.4,16.5,15.5,85,90,1,30,29.8,1
710,346,1020.8,15.7,13.9,11.8,10.9,86,88,0.1,20,24.8,1
711,347,1017.1,17.3,16.3,15.3,15.4,90,87,0.1,80,18,1
712,348,1023.9,17.6,15.2,11.5,13.6,93,88,0.2,40,17.3,1
713,349,1022.7,15.8,15.2,14,11.4,89,88,0.3,70,39.5,1
714,350,1016.1,22.9,22,20,19.8,82,81,5.1,60,35.3,1
715,351,1019.4,17.3,15,14.5,15.6,79,89,0,50,27.1,1
716,352,1017.8,21.3,19.3,17.8,18.1,81,86,2.2,20,18.2,1
717,353,1024,21,18.8,17.9,13.9,91,88,0.5,40,12.8,1
718,354,1016.4,22.3,18.2,17.4,15.5,95,88,0,40,28.4,1
719,355,1016.7,19.6,18.9,17.2,16.5,83,81,0.6,80,38.3,1
720,356,1019.4,20.6,18.5,16.5,16.4,75,90,0.1,50,38,1
721,357,1023.1,20.1,20,17.8,16.9,76,87,2.6,40,20.5,1
722,358,1022.9,21.3,19,17,12.6,74,61,2.2,70,36,0
723,359,1021.1,17.6,16.3,15.2,13.9,79,88,0.1,50,39.3,1
724,360,1019.4,16.8,15.5,15.4,15,96,95,0,50,24.2,1
725,361,1020.6,18.1,17.3,16.5,14.6,91,88,0,20,33.4,1
726,362,1016.6,17.2,17.2,16.6,16.4,91,88,0,60,38,1
727,363,1020.8,18.1,15.2,13.8,12.6,78,91,0.2,30,20.2,1
728,364,1019.7,17.7,16.1,15.3,12.9,79,88,0,80,38.3,1
729,365,1016.8,20.4,18.5,17.4,18.2,77,97,0.1,40,43.8,1
730,1,1016.8,20.5,18.1,17.7,16.9,96,91,0,50,48,1
731,2,1019.9,16.6,15.5,14.4,12.4,92,100,0,40,37,1
732,3,1013.5,23.2,18,17.5,16,79,81,0,60,55.5,1
733,4,1014.9,18.6,17.3,16.9,16.8,95,95,0,20,59.5,1
734,5,1024.4,11.3,11.4,10.4,8.6,77,88,0,20,39.3,1
735,6,1021.6,14.3,13.7,11.8,11.1,67,91,0,20,59.5,0
736,7,1024.1,15.4,13.8,10,11.7,58,67,5.6,60,25.2,1
737,8,1018.9,15,13.6,12.7,11.2,96,100,0,20,29,1
738,9,1024.1,15.5,13.5,11.1,11.6,86,78,0.6,20,21.6,1
739,10,1014.5,16.3,14.7,11.8,11.6,87,100,0,20,29.8,1
740,11,1027.1,18.5,15.4,13.7,10.1,75,89,0,60,39.5,1
741,12,1017.7,17,16.6,14.8,15.7,93,100,0,70,30.3,1
742,13,1016.8,15.8,15.3,14.6,13.3,79,94,0,70,39.5,1
743,14,1022.4,18.5,16.5,15.3,12.1,76,88,0,50,29.6,1
744,15,1019.9,20.6,17.2,16.1,15.9,97,99,0,40,20.4,1
745,16,1020.9,18.6,17.2,15.4,12.7,75,19,3.9,30,42,0
746,17,1021.5,12.5,8.5,4.7,2,75,69,4.3,20,19.8,0
747,18,1023.9,19.5,16.4,15.4,9.8,72,11,10.2,20,28.6,0
748,19,1024.1,19.8,16.6,14.4,7.2,62,29,10.2,60,24.9,0
749,20,1021.6,20.3,16.1,14.3,13.2,76,19,10.2,10,55.5,0
750,21,1022.3,18,16.5,14.6,15.5,86,91,1,50,14.8,1
751,22,1023.9,20.3,17.3,16.4,14.7,74,43,10.2,30,14.1,0
752,23,1024.7,22.4,17.7,15.4,10.1,49,19,10.2,60,40,0
753,24,1014.6,23.8,19.4,17.2,16.8,63,81,2.4,10,39.5,0
754,25,1013.4,20.9,19,17.1,19.3,96,100,0,50,16.7,1
755,26,1014.8,25.3,21.7,18.4,18,86,80,3.4,40,14.7,1
756,27,1020.6,24.8,19.1,17.2,16.6,75,57,5.3,70,33.5,1
757,28,1013.6,22.7,21.9,19.1,19.2,90,88,1,40,25.1,1
758,29,1020.4,15.5,15.4,14.1,12,93,88,1.4,70,24.4,1
759,30,1021.4,14.5,12.9,10.5,4.3,70,19,2.3,20,21.3,0
760,31,1017.5,22.7,21.5,20.1,20.8,93,88,0,20,35.8,1
761,32,1023.6,15.1,13.7,11.5,11.8,89,95,0,40,18.2,1
762,33,1020.4,17.2,16.2,15.6,11,69,46,9.5,20,24.4,0
763,34,1025.6,20.3,18.1,17.9,16,76,83,0.4,50,26.1,1
764,35,1017.8,20.6,18.7,17.1,16.7,79,84,1.2,40,21.9,1
765,36,1022.7,15.4,13.3,11.4,9.7,79,88,0,20,25.2,1
766,37,1026.5,15,13.6,11.2,6.4,69,88,0.2,20,32.2,1
767,38,1020.6,21.2,18.2,17.3,14.6,79,83,2.2,20,17.3,1
768,39,1017.1,22.3,20.7,17.2,18,82,87,1,50,24.9,1
769,40,1025.4,19.7,17.7,15.8,13.3,75,78,3.3,40,16,0
770,41,1018.9,21.6,18,17.6,15.9,78,82,0,50,12.7,1
771,42,1014.2,20.7,17.3,16.5,14.4,78,88,0.6,30,25.1,1
772,43,1015.1,25.5,21.6,20.6,19.4,78,68,9.8,80,14.8,0
773,44,1024.3,21.1,17.8,15.3,9.4,76,59,10.4,30,25.5,0
774,45,1018.6,20.8,18.8,18.3,17.3,78,55,6.9,50,8.6,1
775,46,1017.9,20.6,18.5,16.9,15,85,91,0.1,70,33,1
776,47,1018.6,17,16.6,15.3,14.5,93,91,0.9,20,20.5,1
777,48,1016.3,17.4,15.3,14.8,14.4,95,91,0,40,29.8,1
778,49,1019.9,17.5,16.5,15.5,15.6,95,91,0,60,34,1
779,50,1024.4,17.3,15.5,13.7,13.7,78,88,1,20,10.2,1
780,51,1015.2,17.1,16.6,15.9,15.9,95,100,0,50,21.8,1
781,52,1018.4,18.4,17.5,15,16.5,93,96,0,60,38,1
782,53,1019.4,23.6,20.4,18.9,9.9,79,48,10.3,20,23.9,0
783,54,1016.6,25.8,21.6,16.6,15.1,90,85,0.6,60,24.8,1
784,55,1020.4,17.1,15.5,14.8,8.2,79,79,0.2,20,23.3,0
785,56,1023.4,15.2,13.3,11.4,8.4,77,91,0.8,40,28.6,1
786,57,1012.2,21.3,18.9,18.8,18.6,92,96,0,50,11.1,1
787,58,1012,17.6,17.5,16.5,15.5,97,88,0.2,70,15.7,1
788,59,1012,18,17.3,16.3,16.1,76,86,3.7,20,31.7,1
789,60,1014.8,21.4,20.5,19.5,15.5,76,78,6.2,60,25.2,0
790,61,1013.4,24,21.8,19.6,19.8,79,76,0,40,11.2,1
791,62,1012.2,21.3,20.6,19,19,90,84,0,40,9.4,1
792,63,1018.4,21.3,19.1,17.2,18.9,98,100,0,50,8.1,1
793,64,1015.2,19.3,18.7,17.4,17.3,93,88,2.4,80,17.3,1
794,65,1021.8,21.9,19.2,17.4,15.7,82,82,3.1,50,21.4,1
795,66,1017.5,23,20.8,19.8,16.4,75,83,0,40,22.6,1
796,67,1020.6,18.8,19.9,17.1,16,79,95,0,30,19.3,1
797,68,1020.3,21.2,20.8,19.1,16.4,78,88,0,20,25,1
798,69,1012.7,23.5,21.5,19.8,18.8,91,88,0,50,23.9,1
799,70,1020.6,21.2,19.3,17.2,16.9,91,74,1.6,50,20.5,1
800,71,1017.1,18.6,17.7,16.9,15,79,91,0,70,38,1
801,72,1016,24.4,22.1,19.8,17.6,87,74,2.3,20,10.2,1
802,73,1019.4,21.3,20.7,20.9,18.3,81,88,0,30,12.1,1
803,74,1013.2,25.2,23.2,21,9.2,59,70,6.7,40,18,0
804,75,1013.1,25.9,23.1,21,21.4,93,88,1.8,40,17.2,0
805,76,1017.4,23.9,21.2,19,16.9,76,70,3.9,40,15.3,0
806,77,1019.3,27.8,23.1,21.3,21.9,87,95,0.6,80,25.5,1
807,78,1018,27.7,25.3,22.8,22.3,85,89,0.1,30,17.3,1
808,79,1013,26.7,23.2,21.1,23.2,90,88,0.1,30,15.3,1
809,80,1011.4,17.1,16.8,15.6,16.5,94,95,0,50,29.7,1
810,81,1011.6,22.4,21.1,20.1,19.6,98,97,0.5,80,12.5,1
811,82,1010.3,17.6,16.6,15.6,13.4,92,96,0,50,41.4,1
812,83,1008.2,25.9,22,21.5,20.6,88,84,3.2,20,24.2,1
813,84,1013.5,26,24.5,21,22.7,89,88,0.6,50,20.8,1
814,85,1010.3,26.9,24.9,23,22.3,88,89,0.4,70,11.3,1
815,86,1013.3,27.7,25.3,23.6,22.3,84,90,1.1,60,6.6,1
816,87,1011.3,22.8,20.6,19.9,18.6,79,81,0,70,23.5,1
817,88,1009.9,23.2,21.1,20.1,21.9,92,93,0,190,15,1
818,89,1012.5,26.2,24.9,24,22.1,98,88,0.1,70,25.2,1
819,90,1013.2,26.3,24.3,23.9,22.4,94,83,5,70,20.4,1
820,91,1012,28.2,25.3,23.7,23.2,89,90,2.5,40,8.1,1
821,92,1009.5,25.1,23.3,21.3,21.4,94,88,0.3,240,19.8,1
822,93,1013.9,24.8,23.7,21.8,21.2,90,82,3.3,220,12,1
823,94,1011.4,22.3,21.1,20.6,19.9,97,88,0.1,50,24.9,1
824,95,1006.8,27.8,25.3,24,24.3,92,89,2.4,40,21.9,1
825,96,1007.8,28.2,26.6,25.8,24.2,87,84,1.8,80,30.6,1
826,97,1016.3,28.6,26.4,25,23.9,94,88,0.4,80,18,1
827,98,1012.4,27,26.1,25.9,24.3,86,84,2.2,40,13.8,1
828,99,1017,28.2,26.6,25.8,23.7,79,82,4.8,100,30.6,1
829,100,1010.1,27.6,25.5,24.7,22.9,80,87,1.4,50,30.2,1
830,101,1012.2,26.6,24.9,22,22.1,84,88,1,80,9.1,1
831,102,1011.1,23.9,22.8,20.1,20.4,87,91,0,80,16,1
832,103,1012,30.5,26.8,24.8,23.1,84,88,2.4,60,28.8,1
833,104,1013,29.8,26.6,24.9,23.7,86,88,0.6,70,9.8,1
834,105,1016,28.4,26.8,24.8,25,87,88,1.5,70,26.4,1
835,106,1013.3,27.8,25.9,24.4,24.7,92,85,0.2,190,12.6,1
836,107,1008.3,30.8,28.1,25.4,24.1,84,85,3.1,180,15.9,1
837,108,1014.5,30.9,27.3,25.5,24.3,82,83,4.7,270,16,1
838,109,1011.1,31,28.1,26.7,23.7,87,82,2.7,30,14,1
839,110,1011.4,24.9,22.2,20.8,20.6,91,84,2.2,40,18,1
840,111,1013.3,26.9,24.6,23.3,19.9,82,81,5.7,70,20.4,1
841,112,1013.3,26.5,24.9,23.1,22.1,87,85,2.5,60,11.9,1
842,113,1011.4,29.8,26.9,25.6,23.8,89,75,8.8,50,9.2,1
843,114,1012.5,26.3,24.8,23.6,21.1,89,84,1.2,80,23.4,1
844,115,1011.4,29.1,26.8,25.4,23.2,83,81,1.8,190,15.1,1
845,116,1011.3,29.1,26.1,24.1,23.1,75,66,5.7,20,13.6,1
846,117,1008.1,30.8,27.8,26.5,24.7,82,86,1.2,210,31.2,1
847,118,1011.1,28.9,24.8,23.7,22,86,85,3.6,80,14.8,1
848,119,1010.4,31,28.1,26.4,23.4,89,71,6.7,200,13.9,0
849,120,1013.4,27.6,24.8,22.8,22.5,93,85,3.9,20,9.2,0
850,121,1007.6,28.7,26.2,24.3,24.2,87,78,8.4,220,15.8,1
851,122,1006.7,29.1,26.8,24.8,24.2,93,88,0.4,20,23.9,1
852,123,1009.5,30.3,27,24.4,23.8,77,75,8.7,100,7.9,1
853,124,1007.9,30.7,28.1,26.2,24.1,81,73,6.3,230,16.1,0
854,125,1007.6,30.4,26.3,23.2,23.3,89,66,7.7,75,8.5,1
855,126,1006.6,30.6,27.9,23.7,25.1,77,69,7.6,220,9.1,1
856,127,1006.7,29.6,28.4,26.7,25.5,93,85,0.2,130,24.8,1
857,128,1005.9,28.5,27.7,26,24.3,87,89,1.2,50,29.8,1
858,129,1008.9,31,29,26.7,25.6,80,69,6.4,230,11.2,1
859,130,1006.9,31.2,28.2,26.6,25.7,74,81,4.4,230,18.1,1
860,131,1007.5,32,29.9,27.7,24.3,91,85,6.2,220,25,1
861,132,1006,31.7,28.2,26.4,25.4,84,87,3.4,210,12.4,1
862,133,1009.5,33,30.1,27.1,25.9,75,69,10,220,19.6,0
863,134,1008.7,32.4,29.4,27.6,26.4,81,88,1,220,16.5,1
864,135,1007.9,33.4,29.1,24.3,25.8,88,82,2.2,230,20.5,1
865,136,1008.8,33,30.1,28.3,26,82,85,3.7,220,13,1
866,137,1005.9,31.8,28.5,26.4,26.1,83,88,2,220,25.1,1
867,138,1008.1,32.8,30.3,28.7,25.3,79,78,9.3,230,11.3,1
868,139,1008.5,31.7,28.9,26.9,25.3,84,88,1.6,220,24.5,1
869,140,1007.9,33.2,30.1,28.1,20.9,78,29,11.1,150,9.2,0
870,141,1006.3,32.8,29,27.7,26.3,89,88,0.7,240,28.4,1
871,142,1008.1,33.3,30.3,28.7,24.3,75,32,11.9,220,15.8,0
872,143,1006.6,33.3,30,28,25,72,39,10.5,230,9.4,0
873,144,1005.6,32.9,30.3,28.1,24.5,86,89,6.5,120,15.7,1
874,145,1007.5,32.2,29.7,27.5,25.7,81,83,6.3,220,4.5,1
875,146,1008.8,33.2,30,29.8,25.5,80,33,11.8,230,14.6,0
876,147,1005.3,33.3,30.3,28.7,24.8,76,54,10.5,230,10.2,0
877,148,1008.5,33,30.2,28.4,24.7,78,38,10.4,120,9.9,0
878,149,1010.5,33.7,30.3,28.6,25.8,75,32,9.3,240,14,0
879,150,1006.7,34.1,30.1,26.8,25.2,81,80,3.9,200,24.4,1
880,151,1008.6,33.4,30.4,28,24.7,72,20,10.1,230,11.8,0
881,152,1007.9,33.8,30.6,27,24.9,75,44,10,220,24.5,0
882,153,1005.6,33.4,30.4,27,23.4,75,38,10.6,10,15.4,0
883,154,1008.4,34.4,30.6,28.6,25.8,77,58,9.3,220,9.2,0
884,155,1009.9,35.1,30.7,28,25.4,81,60,8.3,200,14.5,1
885,156,1008.9,34.8,31.4,27.4,20.6,78,43,8.3,220,19.7,0
886,157,1008.8,32.9,30.9,28.2,23.9,78,72,4.1,180,30.2,1
887,158,1007.2,33.3,30.9,28.6,25.3,79,78,2.7,110,9.2,1
888,159,1006.2,34.8,30.6,27.4,24.9,82,80,4.9,70,28.7,1
889,160,1008.8,30.9,28.6,26.9,26.7,85,88,0.2,230,13.6,1
890,161,1007.8,35.1,31,27.1,26.5,86,84,3.8,220,29.8,1
891,162,1008.8,35.1,31.1,28.8,26.1,75,46,10.4,170,15.7,1
892,163,1006.9,33.3,30.3,28.1,25.4,74,47,5,230,9.6,0
893,164,1008.1,34.4,30,27.1,25.7,79,72,10.6,190,27.3,0
894,165,1007.8,32.3,29,26.9,25.4,78,38,11,220,20.2,0
895,166,1008.3,31,30.6,28.1,25.9,79,79,3.7,220,12.8,1
896,167,1010.3,31.3,28.6,26.4,25.3,93,84,1.8,220,14.8,1
897,168,1006.2,31.7,27.3,26.2,25.9,81,79,6.2,240,24.4,1
898,169,1008.1,33.1,29.6,27.4,25.6,88,83,5.9,200,11.1,1
899,170,1008.5,32,28.6,26.3,25.4,79,78,8.5,230,23.3,1
900,171,1006.4,32,28.2,26.5,25.9,84,82,3.1,220,14.6,1
901,172,1006.3,32.8,29.4,27.5,26.4,82,83,2,190,20.7,0
902,173,1004.5,31.4,28,24.7,25.2,74,88,0.1,90,14.8,1
903,174,1008.9,32.8,30,28.1,25,75,85,7.8,220,22.8,1
904,175,1008.7,31.6,28.2,26.8,26.6,89,82,2.4,240,25.9,1
905,176,1005.4,31.1,28.4,28.8,25.5,84,86,6.8,220,16.7,1
906,177,1008.4,32.4,29.5,27.3,25.8,87,84,3.7,230,18.8,1
907,178,1008.4,33,30.1,28,25.2,86,88,7.7,200,16.5,1
908,179,1008.4,30.3,28.6,26.9,25.9,88,84,0.2,230,12.8,1
909,180,1008.9,31,29,28.4,25.2,78,78,6.9,230,26.5,1
910,181,1005.7,31,29.1,26.3,26.3,84,78,5.4,230,13.3,1
911,182,1010.5,31.6,29,25.3,26.1,79,80,2.3,130,11.3,1
912,183,1008.4,33.7,30,27.8,25,78,38,11.4,180,13.9,0
913,184,1008.1,32.4,30.1,28,25.9,77,38,11.8,240,15.2,0
914,185,1008.5,33.3,30.6,28.1,25.9,81,58,6,220,16.5,1
915,186,1007.8,33.3,30.1,28.6,25.9,75,44,10.6,180,10.9,0
916,187,1003.8,31.2,28.7,26.9,24.8,86,83,3.1,210,12.3,1
917,188,1008.5,30.2,28.7,26.2,26.4,84,87,4.3,220,9.1,1
918,189,1006.4,32.3,29.9,28.2,25.2,84,72,10.7,220,17.3,1
919,190,1009.6,30.7,29,27.7,25.3,82,79,0.3,70,24.4,1
920,191,1005.9,32.9,29.2,28.2,26.2,75,47,9.1,240,13.8,1
921,192,1008.6,32.3,29.5,26,24.6,79,78,9.1,50,12.5,0
922,193,1005.8,32.2,29.4,26.4,25.3,81,59,7.2,30,23.7,0
923,194,1011.5,32.8,30.1,28,25.9,77,38,12.1,230,15.3,0
924,195,1006.6,33.1,30.3,28.2,25.8,78,69,11.2,230,8,0
925,196,1008.3,33.7,30.3,28,24.3,74,38,10.5,220,15.5,1
926,197,1008.5,34.4,30.1,27.8,24.3,74,28,10.1,220,9.2,0
927,198,1008.4,32.1,30.6,28,24.3,80,65,9.9,210,17.2,0
928,199,1008,33.2,30.6,26.4,26.2,81,78,5.1,290,15.7,1
929,200,1002.2,33.2,30.2,27.4,24.7,72,29,10.2,20,7.9,0
930,201,1008.2,33.2,30,28.8,25.3,77,53,11,170,4.5,0
931,202,1000.1,31.1,28.7,27.2,24.5,82,88,2.2,240,5.5,1
932,203,1011.5,31.4,28.7,26.9,25.3,82,88,1.6,200,22,1
933,204,1007.6,31.7,28.1,26.6,24.5,83,78,2.3,180,23.5,1
934,205,1011.4,31,28.1,26.9,26.3,76,69,8.8,20,9.1,1
935,206,1002.2,30.5,27.9,25.2,24.3,82,75,5.6,180,13.9,1
936,207,1009.2,31,28.9,26.4,25.4,89,86,1.3,80,11.7,1
937,208,1006.1,33.5,30.6,28.1,25.4,77,57,10.6,230,26.1,1
938,209,1006.7,33.3,30.2,28,24.3,77,32,10.9,290,25,0
939,210,1000.3,33.5,30.4,28.3,24.1,71,48,10,10,15.3,1
940,211,1004.3,35.4,31.4,28.4,24.8,62,38,11.2,110,22.4,0
941,212,1010.3,31.1,28.9,26.7,26,86,83,6.4,150,26.4,1
942,213,1006.6,33.3,30.8,28.6,24.7,72,29,10.6,290,20.2,0
943,214,1005.5,29.2,27.5,25.6,24.9,74,87,0.6,20,11.9,0
944,215,999,35.1,31,28.6,26.4,75,57,9.4,280,11.3,1
945,216,1008.4,31.2,28.1,26.8,25.4,81,88,0.3,50,21.9,1
946,217,1005.6,30.5,27.6,26.9,23.7,73,60,8.6,220,13.8,0
947,218,1008.3,32.8,29.2,26.8,24,80,85,5.3,220,13.9,1
948,219,1007.1,32.4,29.2,26.4,26,74,43,7.7,190,11.8,0
949,220,1006.4,31.3,28.8,27.3,26.4,87,84,1.2,220,13.9,1
950,221,1007.9,33.8,30.7,28,24.8,81,82,4.6,70,17.3,1
951,222,1008.4,31.1,29,26.4,24.3,74,46,5.7,110,21.5,1
952,223,1008.4,31,28.7,26.5,25.3,81,83,3.9,240,12.6,0
953,224,1008.5,31.1,28.1,26.4,25.5,78,80,7.9,300,18.4,1
954,225,1010.8,28.9,26.3,25.4,23.9,79,55,10.2,110,18.8,0
955,226,1008.1,29.6,26.9,24.8,25.8,78,88,6.9,60,17.3,1
956,227,1010.9,29.6,26.4,24.5,23.6,82,58,4.8,100,17.3,1
957,228,1012.3,28.6,26.8,24.8,23.8,72,48,10.9,20,12.8,0
958,229,1012.2,31.9,28,26.7,25.3,81,77,4.6,40,22.5,1
959,230,1011.5,29.5,26.9,25,23.8,75,43,7.7,100,22.6,0
960,231,1011.7,32.3,29.9,27.2,23.2,73,43,9.5,70,25,0
961,232,1011.4,31.2,28.9,26.4,23.1,70,47,7.7,10,17.2,0
962,233,1012.5,28.7,26.5,24.8,23.2,71,45,10.2,70,25,0
963,234,1005.7,28.9,26,24.8,23,73,44,9.8,20,20.5,0
964,235,1005,33,30,28.1,25,77,43,9.4,220,29,0
965,236,1008.4,33.3,30.1,27,22.5,84,48,7.9,60,17.2,0
966,237,1013.1,30.3,26.7,24.8,22.3,73,46,10.2,70,9.1,0
967,238,1008.9,31.6,29.2,26.9,25.8,82,82,6.7,200,30,1
968,239,1010.3,32.9,28.6,26.9,24.6,79,51,11,60,11.9,0
969,240,1014.4,30.9,27.2,25.2,25.3,86,81,1.6,220,37.7,1
970,241,1009.5,31.2,29.4,26.8,21.8,75,72,7.3,80,13.1,1
971,242,1014.2,28.5,27.2,24.8,25.5,89,86,2.4,200,13,1
972,243,1012.5,31.2,28.1,26.8,23.2,78,58,5.9,50,14,1
973,244,1010.5,30.4,28.5,26.4,23.3,78,45,10.2,190,24.8,0
974,245,1008.4,31.3,28.1,26.8,24.8,75,78,7.7,210,30.2,1
975,246,1012.5,31.1,28.8,26.5,24,79,77,6.4,220,17.3,1
976,247,1015,31.2,28.8,27.8,25.1,87,69,9.5,220,21.3,1
977,248,1008.2,32.3,29.7,27.3,24.2,74,83,5.4,230,39.5,1
978,249,1006,32.2,29.4,27.4,24.7,82,85,3.5,220,25.9,1
979,250,1008.5,31.8,28.1,26.9,25.6,86,83,2.1,220,33.2,1
980,251,1012.5,31.2,28.2,25.8,20.6,70,44,9.3,60,33.4,0
981,252,1008.9,32.4,28.8,27.9,25.4,81,69,5.7,230,18.2,1
982,253,1008,32.2,29.7,26.6,24.3,80,78,5,10,15.9,1
983,254,1009.9,31,28.7,27,23.2,85,78,6.3,70,8,1
984,255,1012.5,30.8,27.8,26.5,23.2,76,45,7.6,20,9.8,1
985,256,1010.2,32.3,29,26.6,25.4,82,69,4.7,220,21.3,1
986,257,1007.9,28.1,26.8,24.3,23.1,85,85,2.5,130,30.6,1
987,258,1015.2,30.7,27.9,25.8,24.3,81,67,5.9,180,8.9,1
988,259,1010.4,28.2,26.3,24.6,21.9,74,49,9.5,20,13.4,0
989,260,1007.6,29.9,27,26.5,25.6,92,88,0.5,200,8,1
990,261,1009.1,28.2,27.5,25.4,25.4,89,88,0.2,280,20.3,1
991,262,1008.1,31,28.7,27,25,81,78,6.4,230,23.5,1
992,263,1005.7,28.2,25.5,23.4,20.6,84,89,2,20,23.4,1
993,264,1016,31.4,28.1,26.1,23.8,76,53,9.1,90,14,0
994,265,1017.1,31,26.8,25.4,25.4,87,88,1.6,40,21.3,1
995,266,1017,30.3,27.9,26.2,23.8,81,66,5.9,70,8.3,1
996,267,1018.7,29.1,27.9,25.8,23.1,86,82,6.3,50,11.9,1
997,268,1013,28.8,25.5,23.7,19.3,90,81,3.4,80,40.8,1
998,269,1018,26.2,25.2,24.9,23.6,89,84,0.6,220,12.5,1
999,270,1017.4,26.8,24.5,24.4,22.1,94,88,1.2,230,40.4,1
1000,271,1018.7,29.3,25.4,24.7,24.8,94,88,0.1,180,15.2,0
1001,272,1018.9,26.1,24.8,23.5,19.9,70,64,6.4,70,50.7,0
1002,273,1008.9,27.2,25.5,24.8,22,79,28,10.3,220,26.7,0
1003,274,1017.7,26.6,25.5,23.6,19.4,95,95,0,70,28.4,1
1004,275,1015.9,28.4,26.2,25.9,24.8,78,85,6.6,80,9.6,1
1005,276,1016.9,24.8,22.9,20.6,22.2,92,88,0,70,50.6,1
1006,277,1010.3,25.2,23.7,22.3,21.7,82,61,6.6,50,14.1,0
1007,278,1018.8,26.8,24,23.9,22.7,90,82,2.2,70,21.8,1
1008,279,1012.5,27.8,25.8,23.4,20.6,76,47,7.6,30,9,0
1009,280,1019,25.8,22.6,20.5,20.4,79,73,0.7,70,11.3,0
1010,281,1015.9,28.7,25.7,20.6,19.9,65,51,9.4,70,20.9,1
1011,282,1018.9,26,24.8,23.7,22.4,75,46,5.5,80,20.5,0
1012,283,1018.4,27.8,25.3,24.2,23.2,70,81,2,80,10.2,1
1013,284,1019.1,25.7,24.7,24.5,22.3,80,88,0.3,70,20.2,1
1014,285,1017.1,27.7,25.5,24,21.4,75,78,7.6,70,17.3,1
1015,286,1019.8,28.9,23.7,21,19,79,79,3.2,100,11,1
1016,287,1014.2,29.4,26.2,23.1,21.4,75,49,6.6,10,15,0
1017,288,1014.8,28.6,26.6,24.8,21.2,81,81,1.7,110,27.6,1
1018,289,1017.8,27.8,25.8,24.3,22.3,68,56,9.9,40,9.6,1
1019,290,1018.8,28.8,24.5,22.2,19.9,70,48,7.7,20,14.5,0
1020,291,1012.2,28.9,23.8,20.2,21.4,85,84,0.7,40,40.4,1
1021,292,1011.6,25.9,24.7,22.4,22.7,62,84,7.5,70,21.5,1
1022,293,1016.8,25.9,23.7,23.3,21.4,84,70,9.2,80,25,0
1023,294,1013,26.2,24.8,23.7,21.3,81,88,1,70,41.3,1
1024,295,1014.6,28.6,25.5,23.8,21.3,85,85,2.2,70,19.8,1
1025,296,1018.5,26.9,24.4,23.2,21.6,81,86,1.2,80,20.5,1
1026,297,1016.8,28.6,25.4,24.3,23.2,87,82,1.4,30,14.5,1
1027,298,1018.5,26.9,24.2,20.8,20.6,89,82,3.5,40,17.3,1
1028,299,1014.5,25.4,23.1,21,19,87,82,2,50,16.1,0
1029,300,1014.5,28.2,25.2,23.5,21.4,88,84,1.8,40,22,1
1030,301,1014.3,26.1,24.4,22,16.8,87,80,4.8,20,28,1
1031,302,1016.9,27.5,25.6,24.1,23.1,86,67,5.7,80,12.5,1
1032,303,1014.9,27.2,25.5,24.9,22.4,71,88,1.1,70,22.9,1
1033,304,1015.3,26,24.9,23.1,23.2,90,83,3.5,80,24.9,1
1034,305,1017.7,27,25.6,24,23.2,86,79,1.2,20,15.3,1
1035,306,1016.9,27.5,24.5,23.5,22.4,82,88,4.5,50,24.9,1
1036,307,1014.6,25.2,24.8,23.9,21.2,84,70,2.1,80,33.5,1
1037,3,1015.2,25,23.9,23.6,19.9,76,61,8.8,90,14.1,0
1038,309,1017,27.7,24,22.6,19.6,91,78,3.3,25,16.4,1
1039,310,1018.4,26.4,24.4,23.3,23.3,86,66,9.7,60,8.3,1
1040,311,1020.2,20.6,19.5,18.2,16.8,86,88,0.1,60,43.8,1
1041,312,1020.3,21.3,19.3,17.2,14.9,75,88,1.6,50,25,1
1042,313,1022.3,21.8,18.4,17.4,15.7,88,88,3,70,16.7,1
1043,314,1018.8,22.3,20.8,19.1,18.5,90,81,0,40,15.8,1
1044,315,1020.6,21.6,19.1,18.1,17.8,77,83,0.4,80,16.7,1
1045,316,1020.8,21,18.4,16.9,14.4,75,51,8.8,40,14.5,0
1046,317,1018.6,21.2,19.3,17.2,16.5,92,84,0.1,20,35.8,1
1047,318,1019.8,21.9,19.8,18.2,14.7,70,49,7.5,20,23.5,0
1048,319,1020.9,20.5,18.8,17.5,15,89,88,0,20,25,1
1049,320,1016.4,18.7,17.5,16.2,13.2,76,78,1.4,10,23.4,1
1050,321,1020.8,18.9,17.3,16.4,13.3,78,86,2.2,70,39.7,0
1051,322,1016.8,19.3,21.6,19.4,15.8,70,83,0,50,33.2,1
1052,323,1019.4,19.4,17.5,16.9,16.8,87,86,0.5,70,25.9,1
1053,324,1018.9,25.1,21.8,20.6,19.9,92,84,1.3,30,19.8,1
1054,325,1022.2,22.1,19.2,18,16,90,95,0.6,60,28.4,1
1055,326,1020.6,20.5,17.5,16.3,12.6,72,49,7.9,20,38,0
1056,327,1022.2,20.6,18.7,16.9,14.9,78,90,0,60,36,1
1057,328,1018,23.3,20.8,18.4,17.8,81,84,1.6,40,13,1
